Population;Latitude;Location;Date;Month;ID;Male.size;Male.weight;GiftWeight;GiftType;Female.size;Female.weight
Xanxere;26.78;North;2021;1;1;4.8;0.098;NA;NA;4.9;0.122
Xanxere;26.78;North;2021;1;2;5.1;0.095;NA;NA;4.3;0.103
Xanxere;26.78;North;2021;1;3;5.4;0.125;NA;NA;5.1;0.18
Xanxere;26.78;North;2021;1;4;5.6;0.152;NA;NA;4.1;0.169
Xanxere;26.78;North;2021;1;5;5.4;0.119;NA;NA;5.1;0.131
Xanxere;26.78;North;2021;1;6;4.8;0.106;NA;NA;4.9;0.177
Xanxere;26.78;North;2021;1;7;5.4;0.121;NA;NA;5;0.175
Xanxere;26.78;North;2021;1;8;3.8;0.093;NA;NA;4.5;0.128
Xanxere;26.78;North;2021;1;9;5.5;0.152;NA;NA;5;0.198
Xanxere;26.78;North;2021;1;10;5;0.119;NA;NA;4.1;0.131
Xanxere;26.78;North;2021;1;11;4.4;0.106;NA;NA;5.2;0.177
Xanxere;26.78;North;2021;1;12;4.9;0.104;NA;NA;4.7;NA
Xanxere;26.78;North;2021;1;13;5.1;0.104;NA;NA;4.1;NA
Xanxere;26.78;North;2021;1;14;5.5;0.112;NA;NA;4.4;NA
Xanxere;26.78;North;2021;1;15;5.1;0.125;NA;NA;3.9;NA
Xanxere;26.78;North;2021;1;16;4.4;0.093;NA;NA;4.2;NA
Xanxere;26.78;North;2021;1;17;5;0.108;NA;NA;4.1;NA
Xanxere;26.78;North;2021;1;18;5.4;0.167;NA;NA;4.4;NA
Xanxere;26.78;North;2021;1;19;5.1;0.099;NA;NA;NA;NA
Xanxere;26.78;North;2021;1;20;4.6;0.113;NA;NA;NA;NA
Xanxere;26.78;North;2021;1;21;4.4;0.108;0.0005;1;NA;NA
Xanxere;26.78;North;2021;1;22;5.7;0.101;0.0001;1;NA;NA
Xanxere;26.78;North;2021;1;23;5;0.127;0.0005;1;NA;NA
Xanxere;26.78;North;2021;2;1;4.7;NA;NA;NA;4.2;NA
Xanxere;26.78;North;2021;2;2;3.9;NA;NA;NA;4.6;NA
Xanxere;26.78;North;2021;2;3;4.4;NA;NA;NA;4.4;NA
Xanxere;26.78;North;2021;2;4;4;NA;NA;NA;4.2;NA
Xanxere;26.78;North;2021;2;5;4.1;NA;NA;NA;4.7;NA
Xanxere;26.78;North;2021;2;6;4;NA;NA;NA;3.9;NA
Xanxere;26.78;North;2021;2;7;4.2;NA;NA;NA;4.8;NA
Xanxere;26.78;North;2021;2;8;3.9;NA;NA;NA;4.7;NA
Xanxere;26.78;North;2021;2;9;4.1;NA;NA;NA;4.2;NA
Xanxere;26.78;North;2021;2;10;4.2;NA;NA;NA;3.9;NA
Xanxere;26.78;North;2021;2;11;3.8;NA;NA;NA;4.4;NA
Xanxere;26.78;North;2021;2;12;3.9;NA;NA;NA;3.6;NA
Xanxere;26.78;North;2021;2;13;4.1;NA;NA;NA;3.4;NA
Xanxere;26.78;North;2021;2;14;3.9;NA;NA;NA;4.2;NA
Xanxere;26.78;North;2021;2;15;3.8;NA;NA;NA;4.8;NA
Xanxere;26.78;North;2021;2;16;4.3;NA;NA;NA;4.3;NA
Xanxere;26.78;North;2021;2;17;4.2;NA;NA;NA;4;NA
Xanxere;26.78;North;2021;2;18;4;NA;NA;NA;4;NA
Xanxere;26.78;North;2021;2;19;4.1;NA;NA;NA;4.9;NA
Xanxere;26.78;North;2021;2;20;4.1;NA;NA;NA;4.4;NA
Xanxere;26.78;North;2021;2;21;3.7;NA;0;1;NA;NA
Xanxere;26.78;North;2021;3;1;3.6;0.064;NA;NA;4.1;0.121
Xanxere;26.78;North;2021;3;2;4.4;0.119;NA;NA;3.9;0.163
Xanxere;26.78;North;2021;3;3;3.8;0.091;NA;NA;4;0.124
Xanxere;26.78;North;2021;3;4;4;0.077;NA;NA;3.7;0.168
Xanxere;26.78;North;2021;3;5;3.5;0.071;NA;NA;3.4;0.18
Xanxere;26.78;North;2021;3;6;3.6;0.09;NA;NA;4.1;0.094
Xanxere;26.78;North;2021;3;7;3.3;0.121;NA;NA;3.3;0.085
Xanxere;26.78;North;2021;3;8;4.4;0.122;NA;NA;4.4;0.177
Xanxere;26.78;North;2021;3;9;3.8;0.104;NA;NA;4.2;0.191
Xanxere;26.78;North;2021;3;10;4.2;0.123;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;11;4.2;0.128;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;12;3.3;0.1;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;13;3.8;0.076;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;14;4.5;0.127;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;15;3.5;0.103;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;16;4.4;0.143;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;17;3.7;0.083;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;18;4.1;0.083;NA;NA;NA;NA
Xanxere;26.78;North;2021;3;19;3.8;0.073;0;1;NA;NA
Xanxere;26.78;North;2021;3;20;3.8;0.09;0;1;NA;NA
Xanxere;26.78;North;2021;3;21;3.8;0.074;0;1;NA;NA
Xanxere;26.78;North;2021;3;22;3.9;0.111;0;1;NA;NA
Xanxere;26.78;North;2021;3;23;4;0.112;0.006;0;NA;NA
Xanxere;26.78;North;2021;3;24;3.7;0.07;0.006;0;NA;NA
Xanxere;26.78;North;2021;3;25;4.1;0.091;0.016;0;NA;NA
Xanxere;26.78;North;2021;3;NA;NA;NA;0;1;NA;NA
Xanxere;26.78;North;2021;4;1;3.6;0.07;NA;NA;4;0.114
Xanxere;26.78;North;2021;4;2;3.4;0.089;NA;NA;3.6;0.135
Xanxere;26.78;North;2021;4;3;4.3;0.096;NA;NA;5.8;0.075
Xanxere;26.78;North;2021;4;4;4.1;0.059;NA;NA;4.1;0.082
Xanxere;26.78;North;2021;4;5;3.9;0.08;NA;NA;3.9;0.071
Xanxere;26.78;North;2021;4;6;3.9;0.08;NA;NA;4.1;0.098
Xanxere;26.78;North;2021;4;8;3.8;0.098;NA;NA;4;0.125
Xanxere;26.78;North;2021;4;9;3.6;0.071;NA;NA;4.5;0.151
Xanxere;26.78;North;2021;4;10;3.9;0.097;NA;NA;4.1;0.102
Xanxere;26.78;North;2021;4;11;4.2;0.072;NA;NA;4.2;0.116
Xanxere;26.78;North;2021;4;12;4.1;0.085;NA;NA;4;0.1
Xanxere;26.78;North;2021;4;13;4.2;0.074;NA;NA;3.7;0.08
Xanxere;26.78;North;2021;4;14;4;0.068;NA;NA;3.6;0.09
Xanxere;26.78;North;2021;4;15;4.5;0.086;NA;NA;4;0.099
Xanxere;26.78;North;2021;4;16;4.3;0.092;NA;NA;3.8;0.08
Xanxere;26.78;North;2021;4;17;3.6;0.068;NA;NA;3.9;0.185
Xanxere;26.78;North;2021;4;18;3.7;0.09;NA;NA;4.1;0.087
Xanxere;26.78;North;2021;4;19;4.2;0.104;NA;NA;3.8;0.093
Xanxere;26.78;North;2021;4;20;4;0.084;NA;NA;4;0.064
Xanxere;26.78;North;2021;4;21;4.1;0.058;NA;NA;NA;NA
Xanxere;26.78;North;2021;4;22;4.1;0.063;0.0048;0;NA;NA
Xanxere;26.78;North;2021;4;23;3.8;0.081;0.0027;0;NA;NA
Xanxere;26.78;North;2021;4;24;3.5;0.068;0.001;1;NA;NA
Xanxere;26.78;North;2021;4;25;3.6;0.094;0.0013;0;NA;NA
Xanxere;26.78;North;2021;4;26;4.4;0.117;0.0009;1;NA;NA
Xanxere;26.78;North;2021;4;27;3.6;0.058;0.0005;1;NA;NA
Xanxere;26.78;North;2022;3;1;4.4;0.102;NA;NA;4.6;0.122
Xanxere;26.78;North;2022;3;2;4.1;0.087;NA;NA;4.4;0.186
Xanxere;26.78;North;2022;3;3;4.5;0.084;NA;NA;4.3;0.132
Xanxere;26.78;North;2022;3;4;5;0.107;0.0025;1;4.9;0.203
Xanxere;26.78;North;2022;3;5;4.9;0.114;0.0051;0;4.4;0.129
Xanxere;26.78;North;2022;3;6;4.1;0.167;0.0022;1;4.7;0.133
Xanxere;26.78;North;2022;3;7;5.1;0.093;0.0039;1;4.6;0.169
Xanxere;26.78;North;2022;3;8;NA;NA;NA;NA;4.5;0.227
Xanxere;26.78;North;2022;3;9;NA;NA;NA;NA;4.6;0.172
Xanxere;26.78;North;2022;3;10;NA;NA;NA;NA;4.7;0.152
Xanxere;26.78;North;2022;3;11;NA;NA;NA;NA;4.9;0.222
Xanxere;26.78;North;2022;3;12;NA;NA;NA;NA;5.1;0.15
Candelaria;29.5;Center-North;2021;1;1;3.8;0.072;NA;NA;3.4;0.155
Candelaria;29.5;Center-North;2021;1;2;4;0.078;NA;NA;4;0.089
Candelaria;29.5;Center-North;2021;1;3;4.4;0.123;NA;NA;4;0.081
Candelaria;29.5;Center-North;2021;1;4;4.2;0.104;NA;NA;4.2;0.102
Candelaria;29.5;Center-North;2021;1;5;4.1;0.095;NA;NA;3.8;0.088
Candelaria;29.5;Center-North;2021;1;6;3.8;0.089;NA;NA;4;0.112
Candelaria;29.5;Center-North;2021;1;7;4;0.092;NA;NA;4.2;0.094
Candelaria;29.5;Center-North;2021;1;8;3.4;0.077;NA;NA;4;0.109
Candelaria;29.5;Center-North;2021;1;9;3.8;0.088;NA;NA;3.9;0.133
Candelaria;29.5;Center-North;2021;1;10;4.2;0.094;NA;NA;3.8;0.076
Candelaria;29.5;Center-North;2021;1;11;3.8;0.103;NA;NA;3.9;0.091
Candelaria;29.5;Center-North;2021;1;12;3.8;0.07;NA;NA;3.9;0.093
Candelaria;29.5;Center-North;2021;1;13;3.7;0.087;NA;NA;4;0.145
Candelaria;29.5;Center-North;2021;1;14;4;0.088;NA;NA;3.5;0.111
Candelaria;29.5;Center-North;2021;1;15;3.6;0.088;NA;NA;4.3;0.221
Candelaria;29.5;Center-North;2021;1;16;3.8;0.094;NA;NA;4.2;0.134
Candelaria;29.5;Center-North;2021;1;17;3.6;0.079;NA;NA;3.3;0.103
Candelaria;29.5;Center-North;2021;1;18;3.6;0.08;NA;NA;4.4;0.12
Candelaria;29.5;Center-North;2021;1;19;3.8;0.092;NA;NA;4.4;0.073
Candelaria;29.5;Center-North;2021;1;20;3.6;0.094;NA;NA;4;0.08
Candelaria;29.5;Center-North;2021;1;21;3.8;0.081;0.0006;1;NA;NA
Candelaria;29.5;Center-North;2021;1;22;3.2;0.079;0.0003;1;NA;NA
Candelaria;29.5;Center-North;2021;1;23;3.9;0.084;0.002;1;NA;NA
Candelaria;29.5;Center-North;2021;1;24;3.6;0.074;0.0005;1;NA;NA
Candelaria;29.5;Center-North;2021;1;25;3.4;0.065;0.0037;0;NA;NA
Candelaria;29.5;Center-North;2021;2;1;3.8;0.075;NA;NA;4;0.099
Candelaria;29.5;Center-North;2021;2;2;3.4;0.069;NA;NA;3.9;0.102
Candelaria;29.5;Center-North;2021;2;3;3.4;0.083;NA;NA;3.2;0.129
Candelaria;29.5;Center-North;2021;2;4;3.8;0.098;NA;NA;3.8;0.084
Candelaria;29.5;Center-North;2021;2;5;3.7;0.086;NA;NA;3.6;0.069
Candelaria;29.5;Center-North;2021;2;6;3.7;0.081;NA;NA;4.4;0.158
Candelaria;29.5;Center-North;2021;2;7;3.4;0.083;NA;NA;3.7;0.129
Candelaria;29.5;Center-North;2021;2;8;3.6;0.09;NA;NA;3.8;0.122
Candelaria;29.5;Center-North;2021;2;9;3.3;0.095;NA;NA;3.6;0.089
Candelaria;29.5;Center-North;2021;2;10;3.7;0.08;NA;NA;4.2;0.108
Candelaria;29.5;Center-North;2021;2;11;3.8;0.076;NA;NA;3.8;0.163
Candelaria;29.5;Center-North;2021;2;12;3.5;0.065;NA;NA;4;0.151
Candelaria;29.5;Center-North;2021;2;13;3.6;0.071;NA;NA;4.3;0.184
Candelaria;29.5;Center-North;2021;2;14;3.5;0.07;NA;NA;4.3;0.115
Candelaria;29.5;Center-North;2021;2;15;3.6;0.07;NA;NA;4.6;0.161
Candelaria;29.5;Center-North;2021;2;16;3.5;0.066;NA;NA;3.9;0.13
Candelaria;29.5;Center-North;2021;2;17;3.9;0.094;NA;NA;4.4;0.158
Candelaria;29.5;Center-North;2021;2;18;3.6;0.076;NA;NA;4.2;0.123
Candelaria;29.5;Center-North;2021;2;19;3.8;0.062;NA;NA;3.7;0.108
Candelaria;29.5;Center-North;2021;2;20;3.6;0.08;NA;NA;4.4;0.134
Candelaria;29.5;Center-North;2021;2;21;4.1;0.083;0.0007;1;NA;NA
Candelaria;29.5;Center-North;2021;2;22;4.2;0.094;NA;NA;NA;NA
Candelaria;29.5;Center-North;2021;2;23;3.7;0.073;0.0022;0;NA;NA
Candelaria;29.5;Center-North;2021;2;24;4.6;0.119;0.0045;0;NA;NA
Candelaria;29.5;Center-North;2021;2;25;3.9;0.091;0.0004;1;NA;NA
Candelaria;29.5;Center-North;2021;2;26;4.4;0.102;0.0021;0;NA;NA
Candelaria;29.5;Center-North;2021;2;27;3.9;0.086;0.0015;1;NA;NA
Candelaria;29.5;Center-North;2021;2;28;3.8;0.07;0.0007;1;NA;NA
Candelaria;29.5;Center-North;2021;2;29;3.6;0.074;0.0041;0;NA;NA
Candelaria;29.5;Center-North;2021;2;30;3.8;0.088;0.0021;0;NA;NA
Candelaria;29.5;Center-North;2021;2;31;3.5;0.015;0.0038;0;NA;NA
Candelaria;29.5;Center-North;2021;2;32;3.8;0.084;0.0054;0;NA;NA
Candelaria;29.5;Center-North;2021;2;33;3.6;0.076;0.0017;0;NA;NA
Candelaria;29.5;Center-North;2021;2;34;3.5;0.087;0.002;0;NA;NA
Candelaria;29.5;Center-North;2021;3;1;4.1;0.084;NA;NA;4.2;0.175
Candelaria;29.5;Center-North;2021;3;2;3.6;0.074;NA;NA;4.1;0.137
Candelaria;29.5;Center-North;2021;3;3;3.4;0.071;NA;NA;4.2;0.104
Candelaria;29.5;Center-North;2021;3;4;3.4;0.08;NA;NA;3.8;0.124
Candelaria;29.5;Center-North;2021;3;5;3.6;0.065;NA;NA;3.7;0.096
Candelaria;29.5;Center-North;2021;3;6;3.3;0.055;NA;NA;3.6;0.085
Candelaria;29.5;Center-North;2021;3;7;3.4;0.058;NA;NA;3.9;0.194
Candelaria;29.5;Center-North;2021;3;8;3.7;0.095;NA;NA;3.7;0.069
Candelaria;29.5;Center-North;2021;3;9;3.5;0.075;NA;NA;3.6;0.094
Candelaria;29.5;Center-North;2021;3;10;4.1;0.091;NA;NA;3.2;0.125
Candelaria;29.5;Center-North;2021;3;11;3.4;0.073;NA;NA;3.7;0.075
Candelaria;29.5;Center-North;2021;3;12;3.6;0.08;NA;NA;3.7;0.091
Candelaria;29.5;Center-North;2021;3;13;4.2;0.107;NA;NA;3.7;0.162
Candelaria;29.5;Center-North;2021;3;14;3.2;0.052;NA;NA;3.9;0.118
Candelaria;29.5;Center-North;2021;3;15;3.7;0.09;NA;NA;4.2;0.139
Candelaria;29.5;Center-North;2021;3;16;3.5;0.077;NA;NA;3.4;0.068
Candelaria;29.5;Center-North;2021;3;17;3.9;0.093;NA;NA;3.7;0.129
Candelaria;29.5;Center-North;2021;3;18;3.6;0.069;0.0026;0;3.7;0.12
Candelaria;29.5;Center-North;2021;3;19;3.8;0.064;0;1;3.9;0.107
Candelaria;29.5;Center-North;2021;3;20;3.3;0.054;0.0027;0;3.9;0.093
Candelaria;29.5;Center-North;2021;3;21;3.6;0.079;0.0013;0;NA;NA
Candelaria;29.5;Center-North;2021;3;22;3.8;0.06;0.0033;0;NA;NA
Candelaria;29.5;Center-North;2021;3;23;3.8;0.106;0.0022;0;NA;NA
Candelaria;29.5;Center-North;2021;3;24;4;0.105;0;1;NA;NA
Candelaria;29.5;Center-North;2021;3;25;4.2;0.11;0.0046;0;NA;NA
Candelaria;29.5;Center-North;2021;3;26;3.6;0.07;0.0009;1;NA;NA
Candelaria;29.5;Center-North;2021;3;27;3.9;0.099;0.0119;0;NA;NA
Candelaria;29.5;Center-North;2021;4;1;3.6;0.042;NA;NA;3.5;0.049
Candelaria;29.5;Center-North;2021;4;2;4;0.05;NA;NA;3.2;0.051
Candelaria;29.5;Center-North;2021;4;3;3.5;0.04;NA;NA;3.5;0.052
Candelaria;29.5;Center-North;2021;4;4;3.7;0.044;NA;NA;3.5;0.048
Candelaria;29.5;Center-North;2021;4;5;3.8;0.048;NA;NA;3.6;0.07
Candelaria;29.5;Center-North;2021;4;6;3.2;0.047;NA;NA;4.2;0.085
Candelaria;29.5;Center-North;2021;4;7;4.3;0.057;NA;NA;NA;NA
Candelaria;29.5;Center-North;2022;2;1;4.1;0.079;NA;NA;4.7;0.075
Candelaria;29.5;Center-North;2022;2;1;5.1;0.099;NA;NA;4.9;0.163
Candelaria;29.5;Center-North;2022;2;2;5;0.108;NA;NA;4.6;0.091
Candelaria;29.5;Center-North;2022;2;2;5.2;0.1;NA;NA;5;0.139
Candelaria;29.5;Center-North;2022;2;3;4.6;0.067;NA;NA;5;0.092
Candelaria;29.5;Center-North;2022;2;3;4.8;0.072;NA;NA;4.5;0.084
Candelaria;29.5;Center-North;2022;2;4;5;0.112;NA;NA;5.3;0.104
Candelaria;29.5;Center-North;2022;2;4;4.3;0.072;NA;NA;4.9;0.155
Candelaria;29.5;Center-North;2022;2;5;4.3;0.07;NA;NA;5;0.136
Candelaria;29.5;Center-North;2022;2;5;4.5;0.078;NA;NA;5;0.105
Candelaria;29.5;Center-North;2022;2;6;4.3;0.06;NA;NA;4.5;0.173
Candelaria;29.5;Center-North;2022;2;6;4.4;0.072;NA;NA;5.1;0.142
Candelaria;29.5;Center-North;2022;2;7;5;0.121;NA;NA;4.9;0.102
Candelaria;29.5;Center-North;2022;2;7;5.2;0.112;NA;NA;4.9;0.142
Candelaria;29.5;Center-North;2022;2;8;4.5;0.082;NA;NA;5;0.154
Candelaria;29.5;Center-North;2022;2;8;4.6;0.072;NA;NA;5.1;0.169
Candelaria;29.5;Center-North;2022;2;9;4.6;0.079;NA;NA;4.3;0.119
Candelaria;29.5;Center-North;2022;2;9;4.7;0.09;NA;NA;5.1;0.11
Candelaria;29.5;Center-North;2022;2;10;4.4;0.098;NA;NA;4.3;0.112
Candelaria;29.5;Center-North;2022;2;10;4.7;0.09;NA;NA;4.3;0.091
Candelaria;29.5;Center-North;2022;2;11;4.8;0.092;NA;NA;4.5;0.123
Candelaria;29.5;Center-North;2022;2;11;5.2;0.071;NA;NA;4.7;0.155
Candelaria;29.5;Center-North;2022;2;12;4.4;0.082;NA;NA;5.2;0.098
Candelaria;29.5;Center-North;2022;2;12;4.8;0.072;NA;NA;4.9;0.218
Candelaria;29.5;Center-North;2022;2;13;4.4;0.082;NA;NA;5.2;0.154
Candelaria;29.5;Center-North;2022;2;13;5.1;0.083;NA;NA;4.7;0.132
Candelaria;29.5;Center-North;2022;2;14;4.3;0.057;NA;NA;4.7;0.078
Candelaria;29.5;Center-North;2022;2;14;4.7;0.06;NA;NA;5;0.172
Candelaria;29.5;Center-North;2022;2;15;5;0.074;NA;NA;4.6;0.13
Candelaria;29.5;Center-North;2022;2;15;5.3;0.084;NA;NA;5.1;0.094
Candelaria;29.5;Center-North;2022;2;16;5;0.084;NA;NA;4.6;0.099
Candelaria;29.5;Center-North;2022;2;16;4.9;0.104;NA;NA;4.4;0.093
Candelaria;29.5;Center-North;2022;2;17;4.4;0.071;NA;NA;5.3;0.138
Candelaria;29.5;Center-North;2022;2;17;4.9;0.078;NA;NA;4.7;0.121
Candelaria;29.5;Center-North;2022;2;18;4.5;0.079;NA;NA;4.9;0.073
Candelaria;29.5;Center-North;2022;2;18;5.1;0.092;NA;NA;5;0.109
Candelaria;29.5;Center-North;2022;2;19;4.4;0.068;NA;NA;4.2;0.098
Candelaria;29.5;Center-North;2022;2;19;4.5;0.07;NA;NA;4.6;0.098
Candelaria;29.5;Center-North;2022;2;20;5;0.106;NA;NA;4.9;0.089
Candelaria;29.5;Center-North;2022;2;20;4.9;0.097;NA;NA;4.5;0.123
Candelaria;29.5;Center-North;2022;2;21;4.2;0.075;0.0021;1;NA;NA
Candelaria;29.5;Center-North;2022;2;21;4.9;0.094;0.0059;0;NA;NA
Candelaria;29.5;Center-North;2022;2;22;4.1;0.083;0.0022;1;NA;NA
Candelaria;29.5;Center-North;2022;2;22;5.3;0.11;0.0021;1;NA;NA
Candelaria;29.5;Center-North;2022;2;23;5;0.087;0.0051;0;NA;NA
Candelaria;29.5;Center-North;2022;2;23;4.5;0.065;0.0004;1;NA;NA
Candelaria;29.5;Center-North;2022;2;24;4.7;0.103;0.0011;1;NA;NA
Candelaria;29.5;Center-North;2022;2;24;5.2;0.095;0.0094;0;NA;NA
Candelaria;29.5;Center-North;2022;2;25;4;0.06;0.0091;0;NA;NA
Candelaria;29.5;Center-North;2022;2;25;4.4;0.074;0.005;0;NA;NA
Candelaria;29.5;Center-North;2022;2;26;5;0.087;0.0007;1;NA;NA
Candelaria;29.5;Center-North;2022;2;26;4.5;0.071;0.0007;1;NA;NA
Candelaria;29.5;Center-North;2022;2;27;4.7;0.091;0.0002;1;NA;NA
Candelaria;29.5;Center-North;2022;2;27;4.9;0.075;0.0052;0;NA;NA
Candelaria;29.5;Center-North;2022;2;28;4.6;0.085;0.0027;0;NA;NA
Candelaria;29.5;Center-North;2022;2;28;4.6;0.089;0.0071;0;NA;NA
Candelaria;29.5;Center-North;2022;2;29;5;0.094;0.0021;0;NA;NA
Candelaria;29.5;Center-North;2022;2;29;5;0.088;0.0048;0;NA;NA
Candelaria;29.5;Center-North;2022;2;30;4.4;0.086;0.0058;0;NA;NA
Candelaria;29.5;Center-North;2022;2;30;4.7;0.083;0.0048;0;NA;NA
Candelaria;29.5;Center-North;2022;2;31;4.4;0.063;0.0032;0;NA;NA
Candelaria;29.5;Center-North;2022;2;31;4.6;0.092;0.0014;1;NA;NA
Candelaria;29.5;Center-North;2022;2;32;5;0.1;0.0017;1;NA;NA
Candelaria;29.5;Center-North;2022;2;32;4.9;0.107;0.0036;0;NA;NA
Candelaria;29.5;Center-North;2022;2;33;5;0.125;0.0081;0;NA;NA
Candelaria;29.5;Center-North;2022;2;33;5.1;0.079;0.0014;1;NA;NA
Candelaria;29.5;Center-North;2022;2;34;4.3;0.104;0.0036;0;NA;NA
Candelaria;29.5;Center-North;2022;2;34;4.6;0.084;0.0202;0;NA;NA
Candelaria;29.5;Center-North;2022;2;35;4.2;0.097;0.0024;0;NA;NA
