Population;Latitude;Location;Date;Month;ID;Male.size;Male.weight;GiftWeight;GiftType;Female.size;Female.weight
Queguay;32.18;Center-South;2022;2;16;4.1;0.087;NA;NA;3.8;0.109
Queguay;32.18;Center-South;2022;2;17;4.6;0.081;NA;NA;4;0.161
Queguay;32.18;Center-South;2022;2;18;3.8;0.103;NA;NA;3.7;0.074
Queguay;32.18;Center-South;2022;2;19;3.2;0.083;0.0018;1;3.6;0.073
Queguay;32.18;Center-South;2022;2;20;3.9;0.08;0.0061;0;3.9;0.076
Queguay;32.18;Center-South;2022;2;21;4;0.063;0.002;1;NA;NA
Queguay;32.18;Center-South;2022;2;22;4.4;0.062;0.0041;0;NA;NA
Queguay;32.18;Center-South;2022;2;23;3.7;0.062;0.0029;0;NA;NA
Queguay;32.18;Center-South;2022;2;24;3.4;0.063;0.0006;1;NA;NA
Queguay;32.18;Center-South;2022;2;25;3.8;0.063;0.001;1;NA;NA
Queguay;32.18;Center-South;2022;2;26;4;0.077;0.0011;0;NA;NA
Queguay;32.18;Center-South;2022;2;27;3.7;0.072;0.0023;0;NA;NA
Queguay;32.18;Center-South;2022;2;28;3.5;0.052;0.0013;1;NA;NA
Queguay;32.18;Center-South;2022;2;29;3.2;0.054;0.0006;1;NA;NA
Queguay;32.18;Center-South;2022;2;30;3.6;0.058;0.0011;1;NA;NA
Queguay;32.18;Center-South;2022;2;31;3.5;0.068;0.0009;1;NA;NA
Queguay;32.18;Center-South;2022;2;32;3.4;0.075;0.0007;1;NA;NA
Queguay;32.18;Center-South;2022;2;33;3.8;0.06;0.0024;0;NA;NA
Queguay;32.18;Center-South;2022;2;34;3.2;0.057;0.0003;1;NA;NA
Queguay;32.18;Center-South;2022;2;35;3.6;0.069;0.0011;1;NA;NA
Queguay;32.18;Center-South;2022;2;36;3.6;0.062;0.0019;1;NA;NA
Queguay;32.18;Center-South;2022;2;37;4.1;0.082;0.0012;1;NA;NA
Queguay;32.18;Center-South;2022;2;38;3.9;0.088;0.0033;0;NA;NA
Queguay;32.18;Center-South;2022;2;39;4;0.095;0.0019;1;NA;NA
Queguay;32.18;Center-South;2022;2;40;3.3;0.067;0.0018;1;NA;NA
Queguay;32.18;Center-South;2022;2;41;3.4;0.07;0.0015;1;NA;NA
Queguay;32.18;Center-South;2022;2;42;3.8;0.082;0.0055;0;NA;NA
Queguay;32.18;Center-South;2022;2;43;3.5;0.054;0.0022;1;NA;NA
Queguay;32.18;Center-South;2022;2;44;3.2;0.055;0.001;1;NA;NA
Queguay;32.18;Center-South;2022;2;45;3.5;0.088;0.0011;1;NA;NA
Queguay;32.18;Center-South;2022;2;46;3.3;0.061;0.0011;1;NA;NA
Queguay;32.18;Center-South;2022;2;47;3.5;0.067;0.0049;0;NA;NA
Queguay;32.18;Center-South;2022;2;48;3.5;0.058;0.0012;0;NA;NA
Queguay;32.18;Center-South;2022;2;49;3.8;0.085;0.0019;1;NA;NA
Queguay;32.18;Center-South;2022;2;50;3.7;0.06;0.0006;1;NA;NA
Queguay;32.18;Center-South;2022;2;51;3.6;0.057;0.0004;1;NA;NA
Queguay;32.18;Center-South;2022;2;52;3.5;0.07;0.001;1;NA;NA
Queguay;32.18;Center-South;2022;2;53;3.4;0.096;0.0008;1;NA;NA
Queguay;32.18;Center-South;2022;2;54;3.4;0.064;0.0019;1;NA;NA
Queguay;32.18;Center-South;2022;2;55;NA;NA;0.0026;0;NA;NA
Queguay;32.18;Center-South;2022;3;1;3.4;0.045;NA;NA;3.8;0.095
Queguay;32.18;Center-South;2022;3;2;3.4;0.065;NA;NA;3.6;0.088
Queguay;32.18;Center-South;2022;3;3;3.8;0.078;NA;NA;3.9;0.111
Queguay;32.18;Center-South;2022;3;4;3.9;0.097;NA;NA;4;0.11
Queguay;32.18;Center-South;2022;3;5;3.2;0.054;NA;NA;3.8;0.102
Queguay;32.18;Center-South;2022;3;6;3.6;0.064;NA;NA;3.6;0.098
Queguay;32.18;Center-South;2022;3;7;4.2;0.062;NA;NA;3.4;0.12
Queguay;32.18;Center-South;2022;3;8;4;0.089;NA;NA;3.9;0.107
Queguay;32.18;Center-South;2022;3;9;3.1;0.072;NA;NA;4;0.123
Queguay;32.18;Center-South;2022;3;10;3.6;0.087;NA;NA;3.5;0.152
Queguay;32.18;Center-South;2022;3;11;3.6;0.073;NA;NA;3.6;0.117
Queguay;32.18;Center-South;2022;3;12;3.4;0.054;NA;NA;4;0.125
Queguay;32.18;Center-South;2022;3;13;3.5;0.07;NA;NA;3.4;0.113
Queguay;32.18;Center-South;2022;3;14;3.9;0.087;NA;NA;3.6;0.111
Queguay;32.18;Center-South;2022;3;15;4;0.089;NA;NA;4.1;0.148
Queguay;32.18;Center-South;2022;3;16;3.6;0.073;NA;NA;4.2;0.148
Queguay;32.18;Center-South;2022;3;17;3.5;0.082;NA;NA;4.1;0.108
Queguay;32.18;Center-South;2022;3;18;3.6;0.067;NA;NA;4;0.1
Queguay;32.18;Center-South;2022;3;19;3.7;0.082;NA;NA;4.2;0.094
Queguay;32.18;Center-South;2022;3;20;3.9;0.1;NA;NA;3.9;0.138
Queguay;32.18;Center-South;2022;3;21;3.4;0.061;0.0022;1;NA;NA
Queguay;32.18;Center-South;2022;3;22;3.5;0.073;0.0021;1;NA;NA
Queguay;32.18;Center-South;2022;3;23;3.8;0.074;0.0003;1;NA;NA
Queguay;32.18;Center-South;2022;3;24;3.2;0.072;0.0012;1;NA;NA
Queguay;32.18;Center-South;2022;3;25;3.4;0.066;0.0039;1;NA;NA
Queguay;32.18;Center-South;2022;3;26;3.5;0.061;0.0022;1;NA;NA
Queguay;32.18;Center-South;2022;3;27;3.8;0.071;0.0013;1;NA;NA
Queguay;32.18;Center-South;2022;3;28;4;0.081;0.0045;0;NA;NA
Queguay;32.18;Center-South;2022;3;29;3.6;0.072;0.0028;0;NA;NA
Queguay;32.18;Center-South;2022;3;30;3.4;0.055;0.0042;0;NA;NA
Queguay;32.18;Center-South;2022;3;31;3.8;0.068;0.005;0;NA;NA
Queguay;32.18;Center-South;2022;3;32;3.5;0.066;0.0004;1;NA;NA
Queguay;32.18;Center-South;2022;3;33;3.6;0.082;0.001;1;NA;NA
Queguay;32.18;Center-South;2022;3;34;3.7;0.081;0.0008;1;NA;NA
Queguay;32.18;Center-South;2022;3;35;NA;NA;0.0018;0;NA;NA
Minas;34.28;South;2015;1;1;4;0.06;NA;NA;3.5;0.06
Minas;34.28;South;2015;1;2;3.5;0.08;NA;NA;5;0.15
Minas;34.28;South;2015;1;3;4;0.1;NA;NA;5;0.1
Minas;34.28;South;2015;1;4;4;0.12;NA;NA;3.5;0.12
Minas;34.28;South;2015;1;5;4;0.09;NA;NA;5;0.12
Minas;34.28;South;2015;1;6;4.5;0.11;NA;NA;4;0.1
Minas;34.28;South;2015;1;7;5;0.13;NA;NA;5;0.11
Minas;34.28;South;2015;1;8;4.1;0.09;NA;NA;5;0.07
Minas;34.28;South;2015;1;9;4.5;0.08;NA;NA;4.5;0.14
Minas;34.28;South;2015;1;10;4.5;0.13;NA;NA;5;0.18
Minas;34.28;South;2015;1;11;3;0.05;NA;NA;5;0.12
Minas;34.28;South;2015;1;12;4;0.06;NA;NA;4;0.1
Minas;34.28;South;2015;1;13;4.5;0.12;NA;NA;NA;NA
Minas;34.28;South;2015;1;14;4;0.12;NA;NA;NA;NA
Minas;34.28;South;2015;1;15;5;0.15;NA;NA;NA;NA
Minas;34.28;South;2015;1;16;4.5;0.13;NA;NA;NA;NA
Minas;34.28;South;2015;1;17;4;0.08;NA;NA;NA;NA
Minas;34.28;South;2015;2;1;4.8;0.11;NA;NA;3.5;0.13
Minas;34.28;South;2015;2;2;3.1;0.12;NA;NA;3.2;0.11
Minas;34.28;South;2015;2;3;4.2;0.12;NA;NA;5.9;0.16
Minas;34.28;South;2015;2;4;5.4;0.13;NA;NA;5.9;0.15
Minas;34.28;South;2015;2;5;4.4;0.09;NA;NA;4.8;0.12
Minas;34.28;South;2015;2;6;5.8;0.13;NA;NA;4.4;0.17
Minas;34.28;South;2015;2;7;4.4;0.1;NA;NA;4.4;0.18
Minas;34.28;South;2015;2;8;3.8;0.1;NA;NA;4.1;0.1
Minas;34.28;South;2015;2;9;4.5;0.15;NA;NA;4.5;0.14
Minas;34.28;South;2015;2;10;4.4;0.15;NA;NA;5.9;0.22
Minas;34.28;South;2015;2;11;3.8;0.13;NA;NA;3.8;0.11
Minas;34.28;South;2015;2;12;3.7;0.09;NA;NA;4.4;0.25
Minas;34.28;South;2015;2;13;4.7;0.18;NA;NA;4.9;0.21
Minas;34.28;South;2015;2;14;4.8;0.15;NA;NA;3.2;0.14
Minas;34.28;South;2015;2;15;4.2;0.14;NA;NA;3.8;0.16
Minas;34.28;South;2015;2;16;4.8;0.12;NA;NA;4.6;0.16
Minas;34.28;South;2015;2;17;4.6;0.16;NA;NA;4.3;0.17
Minas;34.28;South;2015;2;18;5.9;0.19;NA;NA;4.6;0.12
Minas;34.28;South;2015;2;19;3.6;0.06;NA;NA;5.9;0.2
Minas;34.28;South;2015;2;20;3.6;0.08;0.0068;0;4.6;0.13
Minas;34.28;South;2015;2;21;4.8;0.07;0.0048;0;NA;NA
Minas;34.28;South;2015;2;22;4.4;0.06;0.0044;1;NA;NA
Minas;34.28;South;2015;2;23;4.5;0.07;NA;NA;NA;NA
Minas;34.28;South;2015;2;24;4.2;0.1;0.0016;1;NA;NA
Minas;34.28;South;2015;2;25;4.7;0.09;0.0031;1;NA;NA
Minas;34.28;South;2015;2;26;4.9;0.12;0.0029;0;NA;NA
Minas;34.28;South;2015;2;27;4.2;0.09;0.0046;0;NA;NA
Minas;34.28;South;2015;2;28;4.4;0.07;0.0037;1;NA;NA
Minas;34.28;South;2015;2;29;4.4;0.1;0.0107;0;NA;NA
Minas;34.28;South;2015;2;30;3.4;0.08;0.0042;0;NA;NA
Minas;34.28;South;2015;2;31;4.4;0.09;0.0021;1;NA;NA
Minas;34.28;South;2015;2;32;4.9;0.1;0.0024;0;NA;NA
Minas;34.28;South;2015;2;33;4.9;0.08;0.0019;0;NA;NA
Minas;34.28;South;2015;2;34;4.6;0.07;0.0024;1;NA;NA
Minas;34.28;South;2015;2;35;4.8;0.1;0.0126;0;NA;NA
Minas;34.28;South;2015;2;36;4.4;0.12;0.0027;0;NA;NA
Minas;34.28;South;2015;2;37;4.3;0.11;0.0039;0;NA;NA
Minas;34.28;South;2015;3;1;4.5;0.06;NA;NA;3.6;0.12
Minas;34.28;South;2015;3;2;4.6;0.09;NA;NA;4.6;0.21
Minas;34.28;South;2015;3;3;4.2;0.07;NA;NA;5.1;0.09
Minas;34.28;South;2015;3;4;4.5;0.07;NA;NA;4.4;0.13
Minas;34.28;South;2015;3;5;4.1;0.08;NA;NA;5;0.2
Minas;34.28;South;2015;3;6;4.7;0.13;NA;NA;4.9;0.05
Minas;34.28;South;2015;3;7;4.2;0.12;NA;NA;4.6;0.07
Minas;34.28;South;2015;3;8;4.2;0.1;NA;NA;4.8;0.21
Minas;34.28;South;2015;3;9;4.5;0.09;NA;NA;4.6;0.19
Minas;34.28;South;2015;3;10;4.1;0.12;NA;NA;4.3;0.13
Minas;34.28;South;2015;3;11;4.1;0.13;NA;NA;4.9;0.18
Minas;34.28;South;2015;3;12;4.7;0.13;NA;NA;5;0.15
Minas;34.28;South;2015;3;13;4.6;0.11;NA;NA;5.1;0.21
Minas;34.28;South;2015;3;14;4.7;0.11;NA;NA;4.4;0.19
Minas;34.28;South;2015;3;15;4.7;0.13;NA;NA;5;0.23
Minas;34.28;South;2015;3;16;4.9;0.09;NA;NA;4.7;0.18
Minas;34.28;South;2015;3;17;4.3;0.1;NA;NA;4.7;0.18
Minas;34.28;South;2015;3;18;4.5;0.13;NA;NA;5;0.19
Minas;34.28;South;2015;3;19;4.6;0.12;NA;NA;5.2;0.18
Minas;34.28;South;2015;3;20;4.8;0.09;NA;NA;4.1;0.12
Minas;34.28;South;2015;3;21;4.9;0.1;0.0036;0;NA;NA
Minas;34.28;South;2015;3;22;4.9;0.14;0.0059;0;NA;NA
Minas;34.28;South;2015;3;23;4.8;0.07;0.0012;1;NA;NA
Minas;34.28;South;2015;3;24;4.6;0.12;0.0032;0;NA;NA
Minas;34.28;South;2015;3;25;4.5;0.09;0.0009;1;NA;NA
Minas;34.28;South;2015;3;26;3.8;0.09;0.0001;1;NA;NA
Minas;34.28;South;2015;3;27;4.3;0.11;0.0017;1;NA;NA
Minas;34.28;South;2015;3;28;4.6;0.1;0.0009;1;NA;NA
Minas;34.28;South;2015;3;29;4.2;0.1;0.0005;1;NA;NA
Minas;34.28;South;2015;3;30;4.1;0.08;0.0018;1;NA;NA
Minas;34.28;South;2015;3;31;NA;NA;0.001;1;NA;NA
Minas;34.28;South;2015;4;1;4.2;0.12;NA;NA;4.2;0.13
Minas;34.28;South;2015;4;2;4.1;0.08;NA;NA;4.6;0.1
Minas;34.28;South;2015;4;3;4.5;0.11;NA;NA;4.4;0.12
Minas;34.28;South;2015;4;4;4.2;0.08;NA;NA;4.9;0.2
Minas;34.28;South;2015;4;5;5;0.16;NA;NA;4.7;0.16
Minas;34.28;South;2015;4;6;4.1;0.11;NA;NA;4.6;0.12
Minas;34.28;South;2015;4;7;4.4;0.05;NA;NA;5;0.18
Minas;34.28;South;2015;4;8;4.6;0.13;NA;NA;4.6;0.11
Minas;34.28;South;2015;4;9;4.6;0.17;NA;NA;4.8;0.18
Minas;34.28;South;2015;4;10;4.8;0.12;NA;NA;5;0.13
Minas;34.28;South;2015;4;11;5.1;0.11;NA;NA;4.1;0.09
Minas;34.28;South;2015;4;12;5.3;0.13;NA;NA;4.7;0.12
Minas;34.28;South;2015;4;13;4.8;0.1;0.0081;0;4.7;0.12
Minas;34.28;South;2015;4;14;4.9;0.15;0.0021;0;4.1;0.06
Minas;34.28;South;2015;4;15;4.6;0.1;0.0003;1;4.5;0.08
Minas;34.28;South;2015;4;16;4.7;0.11;0.0018;0;NA;NA
Minas;34.28;South;2015;4;17;4.7;0.14;0.0005;1;NA;NA
Minas;34.28;South;2016;1;1;4.6;0.17;NA;NA;4.7;0.23
Minas;34.28;South;2016;1;2;3.8;0.13;NA;NA;3.8;0.153
Minas;34.28;South;2016;1;3;3.9;0.11;NA;NA;4.6;0.162
Minas;34.28;South;2016;1;4;3.7;0.12;NA;NA;4.1;0.151
Minas;34.28;South;2016;1;5;4.4;0.17;NA;NA;4.7;0.188
Minas;34.28;South;2016;1;6;4.1;0.14;NA;NA;4.1;0.142
Minas;34.28;South;2016;1;7;3.6;0.12;NA;NA;3.8;0.15
Minas;34.28;South;2016;1;8;4.2;0.12;NA;NA;4.5;0.203
Minas;34.28;South;2016;1;9;4.4;0.15;NA;NA;4.3;0.157
Minas;34.28;South;2016;1;10;4;0.14;NA;NA;4.8;0.187
Minas;34.28;South;2016;1;11;3.6;0.12;NA;NA;4.5;0.241
Minas;34.28;South;2016;1;12;4;0.11;NA;NA;3.9;0.136
Minas;34.28;South;2016;1;13;4.4;0.11;NA;NA;4.1;0.187
Minas;34.28;South;2016;1;14;4.6;0.11;NA;NA;3.8;0.124
Minas;34.28;South;2016;1;15;3.7;0.11;NA;NA;3.7;0.167
Minas;34.28;South;2016;1;16;4.2;0.12;NA;NA;4.4;0.183
Minas;34.28;South;2016;1;17;4.2;0.14;NA;NA;4;0.132
Minas;34.28;South;2016;1;18;4.1;0.096;0.0008;1;4.4;0.158
Minas;34.28;South;2016;1;19;3.9;0.095;0.0024;1;4;0.137
Minas;34.28;South;2016;1;20;4;0.035;0.0026;0;4.5;0.239
Minas;34.28;South;2016;1;21;3.5;0.076;0.0003;1;NA;NA
Minas;34.28;South;2016;1;22;3.9;0.127;0.0026;0;NA;NA
Minas;34.28;South;2016;1;23;4;0.15;0.0018;1;NA;NA
Minas;34.28;South;2016;1;24;3.8;0.11;0.0012;1;NA;NA
Minas;34.28;South;2016;1;25;3.5;0.113;0.009;0;NA;NA
Minas;34.28;South;2016;1;26;3.4;0.094;0.001;1;NA;NA
Minas;34.28;South;2016;1;27;4;0.123;0.002;0;NA;NA
Minas;34.28;South;2016;1;28;3.6;0.133;0.0008;1;NA;NA
Minas;34.28;South;2016;1;29;3.9;0.11;0.0027;0;NA;NA
Minas;34.28;South;2016;1;30;4.2;0.132;0.0022;1;NA;NA
Minas;34.28;South;2016;1;31;3.4;0.127;0.0026;0;NA;NA
Minas;34.28;South;2016;1;32;4;0.149;0.0056;0;NA;NA
Minas;34.28;South;2016;2;1;4.4;0.149;NA;NA;4.6;0.139
Minas;34.28;South;2016;2;2;3.8;0.136;NA;NA;4.2;0.175
Minas;34.28;South;2016;2;3;4.4;0.107;NA;NA;4.3;0.263
Minas;34.28;South;2016;2;4;4.6;0.143;NA;NA;4.1;0.228
Minas;34.28;South;2016;2;5;4;0.146;NA;NA;4;0.228
Minas;34.28;South;2016;2;6;4;0.086;NA;NA;3.7;0.155
Minas;34.28;South;2016;2;7;3.9;0.098;NA;NA;4.1;0.189
Minas;34.28;South;2016;2;8;3.4;0.096;0.0066;0;3.8;0.264
Minas;34.28;South;2016;2;9;4.4;0.141;0.006;0;4.4;0.139
Minas;34.28;South;2016;2;10;4.2;0.115;0.0003;1;4.6;0.147
Minas;34.28;South;2016;2;11;4.4;0.169;0.0011;0;3.6;0.119
Minas;34.28;South;2016;2;12;4;0.1;0.0046;0;NA;NA
Minas;34.28;South;2016;2;13;4.2;0.102;0.0026;0;NA;NA
Minas;34.28;South;2016;2;14;5;0.183;0.0034;0;NA;NA
Minas;34.28;South;2016;2;15;5.1;0.157;0.0037;0;NA;NA
Minas;34.28;South;2016;2;16;4;0.139;0.001;1;NA;NA
Minas;34.28;South;2016;2;17;4.3;0.126;0.0058;0;NA;NA
Minas;34.28;South;2016;2;18;4.1;0.107;0.0056;0;NA;NA
Minas;34.28;South;2016;2;19;4;0.145;0.002;0;NA;NA
Minas;34.28;South;2016;2;20;3.5;0.086;0.0038;0;NA;NA
Minas;34.28;South;2016;2;21;3.8;0.125;0.0033;0;NA;NA
Minas;34.28;South;2016;2;22;3.6;0.101;0.0058;0;NA;NA
Minas;34.28;South;2016;2;23;4;0.106;0.0053;0;NA;NA
Minas;34.28;South;2016;2;24;4.5;0.112;0.0026;1;NA;NA
Minas;34.28;South;2016;2;25;4;0.108;0.0006;1;NA;NA
Minas;34.28;South;2016;2;26;3.6;0.109;0.0006;1;NA;NA
Minas;34.28;South;2016;2;27;3.7;0.067;0.0025;1;NA;NA
Minas;34.28;South;2016;2;28;4.5;0.16;0.0027;0;NA;NA
Minas;34.28;South;2016;2;29;3.3;0.149;0.0024;0;NA;NA
Minas;34.28;South;2016;2;30;4.1;0.117;0.0022;1;NA;NA
Minas;34.28;South;2016;2;31;3.9;0.105;0.0046;0;NA;NA
Minas;34.28;South;2016;2;32;4;0.112;0.0088;0;NA;NA
Minas;34.28;South;2016;2;33;4.4;0.097;0.0034;0;NA;NA
Minas;34.28;South;2016;2;34;4.4;0.143;0.0016;1;NA;NA
Minas;34.28;South;2016;2;35;4.1;0.111;0.007;0;NA;NA
Minas;34.28;South;2016;2;36;3.4;0.086;0.0024;0;NA;NA
Minas;34.28;South;2016;2;37;4.4;0.125;0.0083;0;NA;NA
Minas;34.28;South;2016;2;38;4;0.141;0.0099;0;NA;NA
Minas;34.28;South;2016;3;1;4;0.102;NA;NA;4.6;0.114
Minas;34.28;South;2016;3;2;4.4;0.131;NA;NA;4.2;0.141
Minas;34.28;South;2016;3;3;3.7;0.093;NA;NA;4.1;0.116
Minas;34.28;South;2016;3;4;4.4;0.125;NA;NA;4.5;0.244
Minas;34.28;South;2016;3;5;4.9;0.15;NA;NA;4.3;0.178
Minas;34.28;South;2016;3;6;4.4;0.13;NA;NA;4.4;0.16
Minas;34.28;South;2016;3;7;4.6;0.116;NA;NA;4.2;0.227
Minas;34.28;South;2016;3;8;4.3;0.14;NA;NA;4.2;0.196
Minas;34.28;South;2016;3;9;4;0.108;NA;NA;4.3;0.195
Minas;34.28;South;2016;3;10;4.3;0.127;NA;NA;4.4;0.148
Minas;34.28;South;2016;3;11;3.8;0.093;NA;NA;4.2;0.16
Minas;34.28;South;2016;3;12;4;0.136;NA;NA;4.6;0.275
Minas;34.28;South;2016;3;13;4.5;0.096;NA;NA;4.1;0.199
Minas;34.28;South;2016;3;14;4.3;0.113;NA;NA;4;0.223
Minas;34.28;South;2016;3;15;4.3;0.082;NA;NA;4.5;0.267
Minas;34.28;South;2016;3;16;4.1;0.135;NA;NA;4.6;0.19
Minas;34.28;South;2016;3;17;4.2;0.187;NA;NA;4.9;0.118
Minas;34.28;South;2016;3;18;4;0.091;NA;NA;NA;NA
Minas;34.28;South;2016;3;19;4.2;0.145;NA;NA;NA;NA
Minas;34.28;South;2016;3;20;4.1;0.104;NA;NA;NA;NA
Minas;34.28;South;2016;3;21;4.3;0.106;0.0012;1;NA;NA
Minas;34.28;South;2016;3;22;4.9;0.167;0.0026;0;NA;NA
Minas;34.28;South;2016;3;23;4.4;0.141;0.0014;1;NA;NA
Minas;34.28;South;2016;3;24;3.8;0.188;0.0007;1;NA;NA
Minas;34.28;South;2016;3;25;4.4;0.1;0.0041;0;NA;NA
Minas;34.28;South;2016;3;26;4.5;0.117;0.0048;0;NA;NA
Minas;34.28;South;2016;3;27;4.2;0.083;0.001;1;NA;NA
Minas;34.28;South;2016;3;28;4.1;0.109;0.001;1;NA;NA
Minas;34.28;South;2016;3;29;4.7;0.105;0.0007;1;NA;NA
Minas;34.28;South;2016;3;30;4.1;0.141;0.0045;0;NA;NA
Minas;34.28;South;2016;3;31;4.5;0.143;0.0034;0;NA;NA
Minas;34.28;South;2016;3;32;4.2;0.144;0.0054;0;NA;NA
Minas;34.28;South;2016;3;33;4.4;0.115;0.0015;1;NA;NA
Minas;34.28;South;2016;3;34;4.2;0.114;0.0008;1;NA;NA
Minas;34.28;South;2016;3;35;5;0.131;0.0045;0;NA;NA
Minas;34.28;South;2016;3;36;4.7;0.11;0.0032;0;NA;NA
Minas;34.28;South;2016;3;37;5;0.203;0.0032;0;NA;NA
Minas;34.28;South;2016;3;38;4.5;0.11;0.0044;0;NA;NA
Minas;34.28;South;2016;4;1;4.3;0.095;NA;NA;4.2;0.216
Minas;34.28;South;2016;4;2;4.2;0.115;NA;NA;4.2;0.098
Minas;34.28;South;2016;4;3;4;0.13;NA;NA;4.4;0.124
Minas;34.28;South;2016;4;4;4.5;0.126;NA;NA;3.9;0.082
Minas;34.28;South;2016;4;5;4;0.11;NA;NA;4.6;0.217
Minas;34.28;South;2016;4;6;3.8;0.118;NA;NA;4.6;0.176
Minas;34.28;South;2016;4;7;3.9;0.071;NA;NA;5;0.153
Minas;34.28;South;2016;4;8;3.9;0.076;NA;NA;3.9;0.127
Minas;34.28;South;2016;4;9;4.1;0.102;NA;NA;4.2;0.199
Minas;34.28;South;2016;4;10;4.2;0.118;NA;NA;4.3;0.108
Minas;34.28;South;2016;4;11;3.9;0.127;NA;NA;4.4;0.176
Minas;34.28;South;2016;4;12;3.9;0.095;NA;NA;4.5;0.173
Minas;34.28;South;2016;4;13;4.4;0.144;0.0098;0;4.4;0.168
